,Unnamed: 0.1,Unnamed: 0,title,tmdbid,rank,release_date,runtime,summary,genres,production,country,director,starring,poster_path,study_level
35,35,90,Fight Club,550,8.4,1999-10-15,139,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Drama,Fox 2000 Pictures,Germany,David Fincher,"Ezra Buzzington, David Andrews, Michael Shamus Wiles, Scotch Ellis Loring, Christopher John Fields, Eddie Hargitay, Anderson Bourell, Holt McCallany, Dierdre Downing-Jackson, Charlie Dell, Jared Leto, Lou Beatty Jr., Helena Bonham Carter, Sydney 'Big Dawg' Colston, Todd Peirce, Owen Masterson, Joel Bissonnette, Paul Carafotes, Michael Girardin, David Lee Smith, Trey Ore, Gregory Silva, Robby Robinson, Stuart Blumberg, Van Quattro, Jawara, Eugenie Bondurant, Tyrone R. Livingston, Brian Tochi, Valerie Bickford, David Jean Thomas, Phil Hawn, Jim Jenkins, Baron Jay, Markus Redmond, J.T. Pontino, Christina Cabot, Michael Zagst, Paul Dillon, Pat McNamara, Marc Cinquanta, Peter Iacangelo, Meat Loaf, Eion Bailey, Edward Norton, Matt Cinquanta, Mark Fite, Leonard Termo, Christie Cronenweth, Lauren Sánchez, Zach Grenier, Evan Mirand, Tim DeZarn, Brad Pitt, Greg Bronson, Richmond Arquette, Marcio Rosario, Carl Ciarfalio, Bennie Moore, Joon Kim, Ed Kowalczyk, Bruce Holman, Summer Moore, Kevin Scott Mack, Matt Winston, Louis Ortiz, Rachel Singer, Hugh Peddy, Rob Lanza, Bob Stephenson, Thom Gossom Jr., Andi Carnick, Michael Arturo, George Maguire, Chad Randau",/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,C1
72,72,209,Whiplash,244786,8.4,2014-10-10,107,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","Drama, Music",Bold Films,United States of America,Damien Chazelle,"Tony Baker, J.K. Simmons, Kavita Patil, Herman Johansen, Michelle Ruff, Jayson Blair, Chris Mulkey, Joseph Oliveira, Ayinde Vaughan, Marcus Henderson, Keenan Henson, Rogelio Douglas Jr., April Grace, Candace Roberge, Jimmie Kirkpatrick, Janet Hoskins, Austin Stowell, Keenan Allen, Damon Gupton, Kofi Siriboe, Michael D. Cohen, C.J. Vana, Shai Golan, Charlie Ian, Krista Kilber, Daniel Weidlein, Yancey Wells, Stephen Hsu, Suanne Spoke, Paul Reiser, Sam Campisi, Nate Lang, Henry G. Sanders, Adrian Burks, Melissa Benoist, Max Kasch, Tarik Lowe, Joseph Bruno, Wendee Lee, Tyler Kimball, Calvin C. Winbush, Miles Teller, Jocelyn Ayanna, Clifton 'Fou Fou' Eddie",/7fn624j5lj3xTme2SgiLCeuedmO.jpg,B2
80,80,236,Inception,27205,8.4,2010-07-15,148,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure",Legendary Pictures,United Kingdom,Christopher Nolan,"Jack Gilroy, Nicole Pulliam, Peter Basham, Joseph Gordon-Levitt, Cillian Murphy, Marc Raducci, Carl Gilliard, Natasha Beaumont, Andrew Pleavin, Russ Fega, Talulah Riley, Lukas Haas, Virgile Bramly, Jill Maddrell, Michael Gaston, Ken Watanabe, Jean-Michel Dagory, Shannon Welles, Lisa Reynolds, Tohoru Masamune, Dileep Rao, Jason Tendell, Coralie Dedykere, Jack Murray, Leonardo DiCaprio, Pete Postlethwaite, Silvie Laguna, Alex Lombard, Daniel Girondeaud, Tai-Li Lee, Taylor Geare, Ryan Hayward, Helena Cullinan, Shelley Lang, Kraig Thornber, Felix Scott, Nicolas Clerc, Marion Cotillard, Magnus Nolan, Claire Geare, Miranda Nolan, Angela Nathenson, Mark Fleischmann, Michael Caine, Adam Cole, Johnathan Geare, Earl Cameron, Elliot Page, Tom Berenger, Tim Kelleher, Tom Hardy, Yuji Okumoto",/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg,C1
119,119,338,Spider-Man: Into the Spider-Verse,324857,8.4,2018-12-06,117,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.","Animation, Action, Adventure, Science Fiction",Columbia Pictures,United States of America,"Rodney Rothman, Peter Ramsey, Bob Persichetti","Kelby Joseph, Juan Carlos Arvelo, Oscar Camacho, Melanie Haynes, Joseph Izzo, Marvin 'Krondon' Jones III, Adam Brown, Harrison Knight, Mimi Davila, Nick Jaine, Al Rodrigo, Andrew Leviton, Gredel Berrios Calladine, Darcy Rose Byrnes, June Christopher, Donna Lynn Leavy, Oscar Isaac, Joseph Sanfelippo, Mahershala Ali, Kathryn Hahn, Terrence Hardy Jr., Dennis Singletary, Greta Lee, Liev Schreiber, Lake Bell, Shameik Moore, Zoë Kravitz, Kimiko Glenn, Alycia Cooper, John Mulaney, Scott Menville, Chrystee Pharris, Jacqueline Pinol, Devika Parikh, Christopher Miller, Chris Pine, Jason Linere-White, Courtney Peldon, Bridget Hoffman, Holly Walker, Natalie Morales, David Applebee, Sarah D. Cole, Miguel Jiron, Carlos Zaragoza, Post Malone, Lex Lang, Arthur Ortiz, Lily Tomlin, Claudia Choi, Michelle Jubilee Gonzalez, Joaquín Cosío, Stan Lee, Jake Johnson, Brian Tyree Henry, Nicolas Cage, Justin Shenkarow, Rif Hutton, Jessica Mikayla Adams, Caitlin McKenna, Shakira Ja'nai Paye, Melissa Sturm, Luna Lauren Velez, Jon Bruno, Edwin H. Bravo, Ruth Zalduondo, Warren Sroka, Muneeb Rehman, Jorma Taccone, Juan Pacheco, Juan Pope, Hailee Steinfeld, Kim Yarbrough",/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,B2
311,311,932,One Flew Over the Cuckoo's Nest,510,8.4,1975-11-19,133,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",Drama,Fantasy Films,United States of America,Miloš Forman,"Tin Welch, Ken Kenny, Philip Roth, Scatman Crothers, Christopher Lloyd, Ted Markland, Nathan George, Mimi Sarkisian, Mel Lambert, Brad Dourif, Audrey Landers, Kay Lee, Delos V. Smith Jr., Josip Elic, Jack Nicholson, Will Sampson, Peter Brocco, William Redfield, Sydney Lassick, William Duell, Louise Fletcher, Mwako Cumbuka, Dean R. Brooks, Danny DeVito, Anjelica Huston, Dwight Marfield, Saul Zaentz, Lan Fendors, Alonzo Brown, Mews Small, Michael Berryman, Vincent Schiavelli, Louisa Moritz, Aurore Clément",/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,C1
373,373,1117,Psycho,539,8.4,1960-06-22,109,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.","Horror, Thriller, Mystery",Shamley Productions,United States of America,Alfred Hitchcock,"John Gavin, Lee Kass, Robert Osborne, Kit Carson, Francis De Sales, Patricia Hitchcock, Vaughn Taylor, Martin Balsam, John Anderson, Helen Wallace, Fletcher Allen, Lillian O'Malley, Sam Flint, Ted Knight, Paul Jasmin, Hans Moebus, Pat McCaffrie, Frank Killmond, Lurene Tuttle, Jeanette Nolan, Vera Miles, John McIntire, Simon Oakland, George Eldredge, Mort Mills, Alfred Hitchcock, George Dockstader, Virginia Gregg, Walter Bacon, Janet Leigh, Harper Flaherty, Fred Scheiwiller, Anthony Perkins, Frank Albertson",/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,C1
495,495,1526,The Empire Strikes Back,1891,8.4,1980-05-20,124,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,Irvin Kershner,"Mark Jones, Jack McKenzie, Egbert Sen, James Earl Jones, Alan Flyng, Carrie Fisher, Kathryn Mullen, Shaun Curry, Jane Busby, John Dicks, Alan Harris, Stephanie English, Ian Liston, Kenneth Colley, Peter Diamond, Kenny Baker, Billy Dee Williams, Norman Chancer, Mike Edmonds, Michael Sheard, Walter Henry, Ralph Morse, Jason Wingreen, Bob Anderson, Christopher Malcolm, Jack Purvis, Richard Oldfield, Lightning Bear, Alan Austen, Terry Richards, Anthony Daniels, Harrison Ford, Brigitte Kahn, Colin Hunt, Bruce Boa, Paul Jerricho, Michael Culver, Milton Johns, John Cannon, Jerry Harte, Mark Capri, Stuart Fell, Robin Scobey, Denis Lawson, Ray Hassett, Elaine Alexander, Frank Oz, Mark Hamill, Julian Glover, Alec Guinness, Jeremy Bulloch, Michael Leader, Martin Dew, Trevor Butterfield, Doug Robinson, John Ratzenberger, Des Webb, Burnell Tucker, Peter Roy, Mac McDonald, Steven Meek, Tom Egeland, Jim Dowdall, Oliver Maguire, Treat Williams, John Morton, David Prowse, Ralph McQuarrie, Norwich Duff, Tony Clarkin, Clive Revill, Marjorie Eaton, Peter Mayhew, Joe Johnston, Richard Bonehill, Tony Smart, Maurice Bush, Mercedes Burleigh, John Hollis",/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,C1
399,399,1197,The Pianist,423,8.381,2002-09-17,150,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.","Drama, War",Canal+ Polska,France,Roman Polanski,"Wanja Mues, Ruth Platt, Frank Finlay, Andrzej Zieliński, Jerzy Góralczyk, Patrick Lanagan, Zbigniew Dziduch, Adam Bauman, Paweł Małaszyński, Joachim Paul Assböck, Lech Mackiewicz, Detlev von Wangenheim, John Bennett, Jessica Kate Meyer, Paweł Zdun, Izabella Szolc, Adrien Brody, Ronan Vibert, Nina Franoszek, Paweł Burczyk, Maja Ostaszewska, Tom Strauss, Daniel Caltagirone, Maciej Kowalewski, Marian Dziędziel, Katarzyna Figura, Andrzej Szenajch, Emilia Fox, Ben Harlan, Thomas Kretschmann, Andrew Tiernan, John Keogh, Wojciech Smolarz, Lucy Skeaping, Norbert Rakowski, Dorota Liliental, Valentine Pelka, Rafał Dajbor, Adrian Hood, Tadeusz Wojtych, Tomasz Tyndyk, Ryszard Kluge, Andrzej Pieczyński, Popeck, Thomas Lawinky, Paul Bradley, Zofia Czerwińska, Cyril Shaps, Maciej Winkler, Borys Szyc, Richard Ridings, Andrzej Walden, Krzysztof Pieczyński, Dawid Szurmiej, Rafał Mohr, Andrzej Blumenfeld, Morgane Polanski, Grzegorz Artman, Nomi Sharron, Zbigniew Waleryś, Udo Kroschwald, Piotr Siejka, Anthony Milner, Katarzyna Bargiełowska, Peter Rappenglück, Cezary Kosiński, Jarosław Kopaczewski, Zbigniew Zamachowski, Michał Żebrowski, Uwe Rathsam, Jacek Wolszczak, Roddy Skeaping, Maureen Lipman, Julia Rayner, Axel Prahl, Roy Smiles, Ed Stoppard, Joanna Brodzik, Malgorzata Trybalska",/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,C2
155,155,415,Se7en,807,8.375,1995-09-22,127,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","Crime, Mystery, Thriller",New Line Cinema,United States of America,David Fincher,"Arthur Max, Peter Crombie, John Cassini, Endre Hules, Harris Savides, David Correia, Gene Borkan, George Christy, Reg E. Cathey, Richard Portnow, Gwyneth Paltrow, Emily Wagner, Michael Massee, Julie Araskog, Bob Stephenson, Mark Boone Junior, Ron Blair, Lexie Bigham, Rachel Flanagan, Duffy Gaver, Lennie Loftin, Shannon Wilcox, Charline Su, Pamala Tyson, Brad Pitt, Dominique Jennings, R. Lee Ermey, Kevin Spacey, Heidi Schanz, Bob Mack, Harrison White, James Deeth, Brian Evers, Evan Mirand, Richard Roundtree, Richard Schiff, Leland Orser, Charles A. Tamburro, Hawthorne James, Jennifer Mueller, Mario Di Donato, Sarah Reinhardt, Daniel Zacapa, Michael Reid MacKay, Bob Collins, Martin Serene, William Davidson, John Santin, Allan Kolman, Andrew Kevin Walker, Alfonso Freeman, Paul Eckstein, Morgan Freeman, Jimmy Dale Hartsell, Richmond Arquette, Charles S. Dutton, Beverly Burke, Tudor Sherrard, John C. McGinley",/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,C1
909,909,3112,Rear Window,567,8.351,1954-08-01,112,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,"Thriller, Mystery",Paramount Pictures,United States of America,Alfred Hitchcock,"Frank Cady, Wendell Corey, Mike Mahoney, Fred Graham, Harry Landers, Marla English, Don Dunning, Benny Bartlett, Thelma Ritter, Judith Evelyn, Kathryn Grant, Irene Winston, Grace Kelly, Art Gilmore, Ross Bagdasarian, Eddie Parker, Gig Young, Jonnie Paris, Ralph Smiley, Jack Stoney, Havis Davenport, Rand Harper, James Stewart, Georgine Darcy, Raymond Burr, Charles Harvey, Bess Flowers, Jerry Antes, Sue Casey, Len Hendry, Anthony Warde, Iphigenie Castiglioni, Robert Sherman, Alfred Hitchcock, Jesslyn Fax, Dick Simmons, James Cornell, Alan Lee, Sara Berner",/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,C1
627,627,1955,American History X,73,8.344,1998-07-01,119,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Drama,New Line Cinema,United States of America,Tony Kaye,"Keram Malicki-Sánchez, Darrell Britt, Alexis Rose Coen, Selwyn Ward, Edward Furlong, Jennifer Lien, Thomas L. Bellissimo, Christopher Masterson, David Basulto, Stacy Keach, William Russ, Beverly D'Angelo, Antonio David Lyons, Guy Torry, Michelle Christine White, Keith Odett, Robert 'Duckie' Carpenter, Tara Blanchard, John Embry, Anne Lambton, Nigel Miguel, Elliott Gould, Joe Cortese, Jim Norton, Sam Sarpong, Jonathan Fowler Jr., Fairuza Balk, Paul Hopkins, Maximillian Kesmodel, Kiante Elam, Jordan Marder, Richard Noyce, Danso Gordon, Edward Norton, Glendon Rich, Nicholas R. Oleson, Cherish Lee, Giuseppe Andrews, Ethan Suplee, Alex Sol, Sam Vlahos, Jason Bose Smith, Paul Le Mat, Allie Moss, Denney Pierce, Sydney 'Big Dawg' Colston, Steve Wolford, Avery Brooks, Paul E. Short, Barbie Marie",/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,C1
26,26,69,The Lion King,8587,8.3,1994-06-24,89,"Taking inspiration from Shakespeare's Hamlet, a young lion prince grows up in exile after his father is killed by his villainous uncle, and returns years later to reclaim his throne.","Family, Animation, Drama",Walt Disney Pictures,United States of America,"Rob Minkoff, Roger Allers","Frank Welker, James Earl Jones, Zoe Leader, Jonathan Taylor Thomas, Cheech Marin, Moira Kelly, Cathy Cavadini, Brian Tochi, Madge Sinclair, Daamen J. Krall, Nathan Lane, David J. Randolph, Whoopi Goldberg, Rowan Atkinson, Ernie Sabella, Matthew Broderick, Niketa Calame-Harris, David McCharen, Robert Guillaume, Jim Cummings, Mary Linda Phillips, Judi M. Durand, Phil Proctor, Jeremy Irons",/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,B1
34,34,88,Back to the Future,105,8.3,1985-07-03,116,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Adventure, Comedy, Science Fiction",Universal Pictures,United States of America,Robert Zemeckis,"Maia Brewton, Michael J. Fox, Billy Zane, Crispin Glover, Frances Lee McCain, Richard L. Duran, Cristen Kauffman, George Buck Flower, Tom Tangen, Jason Hervey, Paul Hanson, Deborah Harmon, Thomas F. Wilson, Elsa Raven, Johnny Green, Lee Brownfield, Wendie Jo Sperber, Robert DeLapp, Charles L. Campbell, Norman Alden, Tommy Thomas, Katherine Britton, J.J. Cohen, Ivy Bethune, Christopher Lloyd, James Tolkan, Claudia Wells, Casey Siemaszko, George DiCenzo, Courtney Gains, Lisa Freeman, Granville 'Danny' Young, Harry Waters, Jr., Sachi Parker, Gary Riley, David Harold Brown, Jason Marin, Donald Fullilove, Tom Willett, Marc McClure, Karen Petrasek, Lloyd L. Tolbert, Jeff O'Haco, Robert Krantz, Tony Pope, Jamie Abbott, Huey Lewis, Lea Thompson, Arthur Tovey, Hal Gausman, Will Hare, Read Morgan",/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,B2
261,261,792,Dead Poets Society,207,8.3,1989-06-02,128,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",Drama,A Steven Haft Production,United States of America,Peter Weir,"James Donnell Quinn, Ashton W. Richards, James J. Christy, Sam Stegeman, Alexandra Powers, Andrew Hill, John Martin Bradley, Ethan Hawke, Allison Hedges, Welker White, Kate Kearney-Patch, John Cunningham, Debra Mooney, Craig Johnson, George Martin, Chris Hull, Kevin Cooney, Leon Pownall, Pamela Burrell, Norman Lloyd, Matt Carey, Robin Williams, Robert Gleason, Steve Mathios, Melora Walters, Colin Irving, Allelon Ruggiero, Charles Lord, Dylan Kussman, Bill Rowe, Jonas Stiklorius, Keith Snyder, Jason Woody, Joe Aufiery, Josh Charles, Robert J. Zigler III, Alan Pottinger, Richard Stites, Kurtwood Smith, Carla Belver, Simon Mein, Nicholas K. Gilhool, Christine D'Ercole, Catherine Soles, Lara Flynn Boyle, Kurt Leitner, James Waterston, Gale Hansen, Hoover Sutton, Jane Moore, Robert Sean Leonard",/hmGAF5NDoYB6S39UONevjHCESOI.jpg,C1
876,876,2990,Sunset Boulevard,599,8.3,1950-08-10,110,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,Drama,Paramount Pictures,United States of America,Billy Wilder,"Alan Marston, E. Mason Hopper, Peter Drynan, Hedda Hopper, Creighton Hale, Len Hendry, John ""Skins"" Miller, Jay Morley, Yvette Vickers, Fred Aldrich, Bernice Mosk, Roy Thompson, Cecil B. DeMille, Erich von Stroheim, Virginia L. Randolph, Ken Christy, Howard Negley, Gerry Ganzer, Sidney Skolsky, Eva Novak, Ruth Clifford, Jack Warden, Anna Q. Nilsson, John Cortay, Robert Emmett O'Connor, Jack Perrin, Gloria Swanson, Eddie Dew, James Hawley, Bill Sheehan, Fred Clark, Sanford E. Greenwald, Kenneth Gibson, Nancy Olson, Edward Biby, Julia Faye, Danny Borzage, Lloyd Gough, Harold Miller, Stan Johnson, Frank O'Connor, Arthur Lane, Larry J. Blake, H.B. Warner, Charles Dayton, Chuck Hamilton, Henry Wilcoxon, Al Ferguson, Emmett Smith, Howard Joslin, Jay Livingston, William Meader, Edward Wahrman, Anne Bauchens, Tiny Jones, Rudy Germane, Archie Twitchell, Archie R. Dalzell, Gertrude Astor, Finn Zirzow, Jack Webb, Gertrude Messinger, William Holden, Ray Evans, Franklyn Farnum, Lee Miller, Perc Launders, Bert Moorhouse, Buster Keaton, Ralph Montgomery, Joel Allen",/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,C1
941,941,3277,The Silence of the Lambs,274,8.3,1991-02-14,119,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.","Crime, Drama, Thriller",Orion Pictures,United States of America,Jonathan Demme,"Adelle Lutz, Kenneth Utt, Darla, Bill Miller, Obba Babatundé, Brooke Smith, Alex Coleman, Harry Northup, Anthony Heald, George 'Red' Schwartz, Lauren Roselli, Danny Darst, Ted Monte, Rebecca Saxon, Dan Butler, Chuck Aber, Daniel von Bargen, Kasi Lemmons, Jodie Foster, John Hall, Tommy Lafitte, Roger Corman, Chris McGinn, Diane Baker, Cynthia Ettinger, Frank Seals Jr., Ted Levine, Jim Roche, Lawrence T. Wrentz, Maria Skorobogatov, Pat McNamara, Robert W. Castle, James B. Howard, Josh Broder, John W. Iwanonkiw, Gene Borkan, Gary Goetzman, Don Brockett, David Early, George Michael, Charles Napier, Ron Vawter, Lamont Arnold, D. Stanton Miranda, Chris Isaak, Frankie Faison, Jeffrie Lane, Anthony Hopkins, Brent Hinkley, Lawrence A. Bonney, Bill Dalzell, George A. Romero, Tracey Walter, Scott Glenn, Stuart Rudin, Steve Wyatt, Leib Lensky, Jim Dratfield, Andre B. Blake, Buzz Kilman, Paul Lazar",/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,C1
203,203,585,Apocalypse Now,28,8.277,1979-08-15,147,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","Drama, War",United Artists,United States of America,Francis Ford Coppola,"Marlon Brando, Colleen Camp, Evan A. Lottman, Bo Byers, Albert Hall, Martin Sheen, Harrison Ford, Laurence Fishburne, Marc Coppola, Jerry Ziesmer, Aurore Clément, R. Lee Ermey, Sam Bottoms, Vittorio Storaro, James Keane, Bill Graham, Nick Nicholson, Linda Carpenter, Francis Ford Coppola, Dennis Hopper, Jim Gaines, Charles Robinson, Damien Leake, Tom Mason, Cynthia Wood, Kerry Rossall, Jack Thibeau, Henry Strzalkowski, Don Gordon Bell, Joe Estevez, Glenn Walken, Robert Duvall, Scott Glenn, Frank Villard, Frederic Forrest, G. D. Spradlin, Herb Rice, Jerry Ross",/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,C2
329,329,974,It's a Wonderful Life,1585,8.275,1946-12-20,130,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.","Drama, Family, Fantasy",Liberty Films,United States of America,Frank Capra,"Louise Bates, Lynn O'Leary-Jameson, Tom Fadden, Buz Buckley, Almira Sessions, Michael Chapin, Tom Chatterton, James Stewart, Adriana Caselotti, Danny Mummert, Charles Sullivan, Ray Walker, Irene Mack, Sheldon Leonard, Mary Treen, Brick Sullivan, Meade 'Lux' Lewis, Cedric Stevens, Edward Keane, Lew Davis, Monya Andre, George Noisom, Jean Acker, Edward Clark, Milton Kibbee, Henry Travers, Dick Gordon, Herbert Heywood, Joseph Granby, Jack Cheatham, Carl Kent, Constantine Romanoff, William Edmunds, Marian Carr, Lee Frederick, Jimmy Hawkins, Suzanne Ridgway, Mary Bayless, Tom Coleman, Frank Faylen, Brooks Benedict, Larry Wheat, H.B. Warner, Carol Coombs, Thomas Mitchell, Al Bridge, Harry Denny, Virginia Patton, Donna Reed, Charles C. Wilson, Georgie Nokes, Jeanine Ann Roose, Ronnie Ralph, Stanley Andrews, Effie Laird, Harold Landon, Lane Chandler, Sarah Edwards, Priscilla Montgomery, Eddie Kane, Charles Williams, Mark Roberts, Moroni Olsen, Dick Elliott, Jack Gordon, Sam Ash, Argentina Brunetti, Eddie Fetherston, Mike Lally, Jack Bailey, Lillian Randolph, Larry Simms, John Indrisano, Charles Halton, Jack Lomas, Carl Switzer, Arthur Stuart Hull, Harry Holman, Beulah Bondi, Frank Albertson, Charles Lane, Beth Belden, Herschel Graham, Joseph E. Bernard, Bert Howard, Philip Morris, Ernie Adams, Frank Hagney, Sam Flint, Frank Fenton, J. Farrell MacDonald, Gloria Grahame, Harry Cheshire, Charles Meakin, Bob O'Connor, Helen Dickson, Evelyn Moriarty, Ward Bond, Karolyn Grimes, Franklin Parker, Netta Packer, Frank O'Connor, Lionel Barrymore, Jeanne Gail, Cy Schindell, Max Wagner, Ellen Corby, Robert J. Anderson, Bryn Davis, Todd Karns, Finn Zirzow, Garry Owen, Wilbur Mack, Samuel S. Hinds, Carl Eric Hansen, Bert Moorhouse, Art Howard",/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,B1
241,241,722,Green Book,490132,8.24,2018-11-16,130,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","Drama, History",Participant,United States of America,Peter Farrelly,"Sam Malone, Maggie Nixon, Montrel Miller, David Kallaway, Joe Cortese, Martin Bats Bradford, Rodolfo Vallelonga, Dimiter D. Marinov, Geraldine Singer, David Simpson, Nick Vallelonga, Quinn Duffy, Ron Flagge, Louis Venere, Iqbal Theba, Kermit Burns III, David An, Peter Gabb, Johnny Williams, Von Lewis, Sebastian Maniscalco, Randal Gonzalez, James W. Evermore, Billy Breed, Brian Hayes Currie, Jon Michael Davis, Derrick Spears, Floyd Miles, Craig DiFrancia, Don Stark, Gralen Bryant Banks, Mahershala Ali, Kenneth Israel, Christina Simpkins, Harrison Stone, Hudson Galloway, Paul Sloan, Mike Cerrone, Daniel Greene, P.J. Byrne, Linda Cardellini, Anthony Mangano, Ninja N. Devoe, Suehyla El-Attar, Jim Klock, Brian Stepanek, Jon Sortland, Seth Hurwitz, Mike Hatton, Ted Huckabee, Lindsay Brice, Gavin Foley, Jenna Laurenzo, Sharon Landry, Don DiPetta, Viggo Mortensen, Gertrud Sigle, Ricky Muse, Dennis W. Hall, Shane Partlow, Tom Virtue, Brian Distance, Dane Rhodes, Frank Vallelonga, Leslie Castay",/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,C2
